(All),id_produit,catégorie,prix,weight_g,length_cm,height_cm,width_cm,(All),mois,trimestre,annee,moyenne chiffre d'affaire,chiffre d'affaire,nombre de ventes,
,,,,,,,,,,,2018,870,3 480,4,
,,,,,,,,,,,2019,"788,8",3 944,5,
,,,,,,,,,,3,2017,696,1 392,2,
,,,,,,,,,,,2018,812,1 624,2,
,,,,,,,,,,,2019,"1 546,667",4 640,3,
,,,,,,,,,7,3,2017,1 392,12 528,9,
,,,,,,,,,,,2018,"831,333",9 976,12,
,,,,,,,,,,,2019,435,3 480,8,
,,,,,,,,,8,3,2017,"1 345,6",6 728,5,
,,,,,,,,,,,2018,"1 082,667",6 496,6,
,,,,,,,,,,,2019,812,6 496,8,
,,,,,,,,,9,3,2017,"1 647,2",16 472,10,
,,,,,,,,,,,2018,522,2 088,4,
,,,,,,,,,,,2019,"1 358,857",9 512,7,
,,,,,,,,,,4,2017,"1 314,667",3 944,3,
,,,,,,,,,,,2018,1 856,3 712,2,
,,,,,,,,,,,2019,928,928,1,
,,,,,,,,,10,4,2017,1 740,17 400,10,
,,,,,,,,,,,2018,"881,6",13 224,15,
,,,,,,,,,,,2019,"1 417,778",12 760,9,
,,,,,,,,,11,4,2017,"1 067,2",5 336,5,
,,,,,,,,,,,2018,1 044,12 528,12,
,,,,,,,,,,,2019,"1 027,429",14 384,14,
,,,,,,,,,12,1,2017,,,,
,,,,,,,,,,,2018,1 044,2 088,2,
,,,,,,,,,,4,2017,464,1 856,4,
,,,,,,,,,,,2018,"1 031,111",9 280,9,
,,,,,,,,,,,2019,,,,
,50,costruction_tools_garden,749,9500,56,30,28,All Dates,1,1,2018,"3 932,25",31 458,8,
,,,,,,,,,,,2019,3 745,37 450,10,
,,,,,,,,,2,1,2018,3 745,26 215,7,
,,,,,,,,,,,2019,"2 621,5",15 729,6,
,,,,,,,,,3,1,2018,3 745,29 960,8,
,,,,,,,,,,,2019,"4 618,833",27 713,6,
,,,,,,,,,,2,2018,6 741,6 741,1,
,,,,,,,,,,,2019,2 996,5 992,2,
,,,,,,,,,4,2,2018,"3 670,1",36 701,10,
,,,,,,,,,,,2019,4 815,33 705,7,
,,,,,,,,,5,2,2017,3 424,23 968,7,
,,,,,,,,,,,2018,"2 846,2",28 462,10,
,,,,,,,,,,,2019,"2 835,5",39 697,14,
,,,,,,,,,6,2,2017,"3 445,4",17 227,5,
,,,,,,,,,,,2018,"2 621,5",15 729,6,
,,,,,,,,,,,2019,3 638,25 466,7,
,,,,,,,,,,3,2017,"3 370,5",6 741,2,
,,,,,,,,,,,2018,"2 621,5",10 486,4,
,,,,,,,,,,,2019,"3 994,667",11 984,3,
,,,,,,,,,7,3,2017,"3 917,846",50 932,13,
,,,,,,,,,,,2018,"4 897,308",63 665,13,
,,,,,,,,,,,2019,3 745,44 940,12,
,,,,,,,,,8,3,2017,"3 975,461",51 681,13,
,,,,,,,,,,,2018,"4 698,273",51 681,11,
,,,,,,,,,,,2019,3 745,41 195,11,
,,,,,,,,,9,3,2017,2 996,8 988,3,
,,,,,,,,,,,2018,3 745,26 215,7,
,,,,,,,,,,,2019,"2 663,111",23 968,9,
,,,,,,,,,,4,2017,"4 743,667",14 231,3,
,,,,,,,,,,,2018,4 494,26 964,6,
,,,,,,,,,,,2019,4 494,13 482,3,
,,,,,,,,,10,4,2017,"3 828,222",34 454,9,
,,,,,,,,,,,2018,"2 902,375",23 219,8,
,,,,,,,,,,,2019,"2 796,267",41 944,15,
,,,,,,,,,11,4,2017,"4 119,5",49 434,12,
,,,,,,,,,,,2018,"3 336,454",36 701,11,
,,,,,,,,,,,2019,"4 660,444",41 944,9,
,,,,,,,,,12,1,2017,,,,
,,,,,,,,,,,2018,,,,
,,,,,,,,,,4,2017,3 745,44 940,12,
,,,,,,,,,,,2018,"2 746,333",24 717,9,
,,,,,,,,,,,2019,,,,
,51,fashio_female_clothing,754,500,16,2,11,All Dates,1,1,2018,"4 599,4",45 994,10,
,,,,,,,,,,,2019,"4 838,167",58 058,12,
,,,,,,,,,2,1,2018,"2 154,286",15 080,7,
,,,,,,,,,,,2019,"4 272,667",38 454,9,
,,,,,,,,,3,1,2018,3 016,21 112,7,
,,,,,,,,,,,2019,5 278,26 390,5,
,,,,,,,,,,2,2018,,,,
,,,,,,,,,,,2019,3 770,11 310,3,
,,,,,,,,,4,2,2018,3 538,45 994,13,
,,,,,,,,,,,2019,"3 518,667",42 224,12,
,,,,,,,,,5,2,2017,"3 487,25",27 898,8,
,,,,,,,,,,,2018,"4 599,4",45 994,10,
,,,,,,,,,,,2019,"3 204,5",25 636,8,
,,,,,,,,,6,2,2017,3 016,18 096,6,
,,,,,,,,,,,2018,"4 423,467",66 352,15,




,,,,,,,,,,,2019,"3 554,571",24 882,7,
,,,,,,,,,,3,2017,,,,
,,,,,,,,,,,2018,4 524,4 524,1,
,,,,,,,,,,,2019,3 770,7 540,2,
,,,,,,,,,7,3,2017,"2 921,75",23 374,8,
,,,,,,,,,,,2018,3 770,33 930,9,
,,,,,,,,,,,2019,3 828,49 764,13,
,,,,,,,,,8,3,2017,"3 662,286",51 272,14,
,,,,,,,,,,,2018,"4 398,333",52 780,12,
,,,,,,,,,,,2019,"2 848,444",25 636,9,
,,,,,,,,,9,3,2017,4 524,27 144,6,
,,,,,,,,,,,2018,"3 166,8",31 668,10,
,,,,,,,,,,,2019,4 901,9 802,2,
,,,,,,,,,,4,2017,3 770,3 770,1,
,,,,,,,,,,,2018,"3 581,5",14 326,4,
,,,,,,,,,,,2019,3 770,18 850,5,
,,,,,,,,,10,4,2017,"3 204,5",25 636,8,
,,,,,,,,,,,2018,"4 008,105",76 154,19,
,,,,,,,,,,,2019,4 147,33 176,8,
,,,,,,,,,11,4,2017,"3 814,353",64 844,17,
,,,,,,,,,,,2018,"5 202,6",52 026,10,
,,,,,,,,,,,2019,"3 845,4",38 454,10,
,,,,,,,,,12,1,2017,754,754,1,
,,,,,,,,,,,2018,4 524,4 524,1,
,,,,,,,,,,4,2017,"3 958,5",31 668,8,
,,,,,,,,,,,2018,"4 356,444",39 208,9,
,,,,,,,,,,,2019,1 885,3 770,2,
,52,home_confort,200,450,45,15,35,All Dates,1,1,2018,"1 057,143",7 400,7,
,,,,,,,,,,,2019,1 200,2 400,2,
,,,,,,,,,2,1,2018,"1 114,286",7 800,7,
,,,,,,,,,,,2019,1 200,7 200,6,
,,,,,,,,,3,1,2018,640,3 200,5,
,,,,,,,,,,,2019,1 300,2 600,2,
,,,,,,,,,,2,2018,300,600,2,
,,,,,,,,,,,2019,950,3 800,4,
,,,,,,,,,4,2,2018,960,9 600,10,
,,,,,,,,,,,2019,"1 290,909",14 200,11,
,,,,,,,,,5,2,2017,1 200,13 200,11,
,,,,,,,,,,,2018,"753,846",9 800,13,
,,,,,,,,,,,2019,"514,286",3 600,7,
,,,,,,,,,6,2,2017,1 150,9 200,8,
,,,,,,,,,,,2018,"866,667",7 800,9,
,,,,,,,,,,,2019,"1 133,333",3 400,3,
,,,,,,,,,,3,2017,1 200,1 200,1,
,,,,,,,,,,,2018,1 320,6 600,5,
,,,,,,,,,,,2019,"866,667",2 600,3,
,,,,,,,,,7,3,2017,"836,364",9 200,11,
,,,,,,,,,,,2018,1 100,6 600,6,
,,,,,,,,,,,2019,780,7 800,10,
,,,,,,,,,8,3,2017,1 025,8 200,8,
,,,,,,,,,,,2018,"1 153,846",15 000,13,
,,,,,,,,,,,2019,"885,714",6 200,7,
,,,,,,,,,9,3,2017,"1 171,429",8 200,7,
,,,,,,,,,,,2018,"911,111",8 200,9,
,,,,,,,,,,,2019,800,1 600,2,
,,,,,,,,,,4,2017,1 400,1 400,1,
,,,,,,,,,,,2018,"1 066,667",6 400,6,
,,,,,,,,,,,2019,,,,
,,,,,,,,,10,4,2017,"907,692",11 800,13,
,,,,,,,,,,,2018,1 160,17 400,15,
,,,,,,,,,,,2019,"1 088,889",9 800,9,
,,,,,,,,,11,4,2017,1 480,7 400,5,
,,,,,,,,,,,2018,"933,333",11 200,12,
,,,,,,,,,,,2019,"933,333",11 200,12,
,,,,,,,,,12,1,2017,,,,
,,,,,,,,,,,2018,,,,
,,,,,,,,,,4,2017,775,6 200,8,
,,,,,,,,,,,2018,950,7 600,8,
,,,,,,,,,,,2019,1 000,1 000,1,
,53,audio,1046,675,22,9,16,All Dates,1,1,2018,"4 632,286",32 426,7,
,,,,,,,,,,,2019,"6 014,5",72 174,12,
,,,,,,,,,2,1,2018,"5 069,077",65 898,13,
,,,,,,,,,,,2019,"5 622,25",44 978,8,
,,,,,,,,,3,1,2018,"4 931,143",34 518,7,
,,,,,,,,,,,2019,"4 532,667",40 794,9,
,,,,,,,,,,2,2018,1 046,3 138,3,
,,,,,,,,,,,2019,"4 358,333",26 150,6,
,,,,,,,,,4,2,2018,5 230,26 150,5,
,,,,,,,,,,,2019,"7 191,25",57 530,8,
,,,,,,,,,5,2,2017,"4 279,091",47 070,11,
,,,,,,,,,,,2018,"5 113,778",46 024,9,
,,,,,,,,,,,2019,"4 564,364",50 208,11,
,,,,,,,,,6,2,2017,"7 112,8",35 564,5,
,,,,,,,,,,,2018,"4 988,615",64 852,13,
,,,,,,,,,,,2019,"4 358,333",52 300,12,
,,,,,,,,,,3,2017,,,,
,,,,,,,,,,,2018,"5 439,2",27 196,5,
,,,,,,,,,,,2019,3 661,14 644,4,
,,,,,,,,,7,3,2017,"4 860,824",82 634,17,
,,,,,,,,,,,2018,"5 404,333",32 426,6,
,,,,,,,,,,,2019,"4 659,454",51 254,11,
,,,,,,,,,8,3,2017,"4 881,333",43 932,9,




,,,,,,,,,,,2018,"3 436,857",48 116,14,
,,,,,,,,,,,2019,5 230,78 450,15,
,,,,,,,,,9,3,2017,"5 020,8",25 104,5,
,,,,,,,,,,,2018,"7 770,286",54 392,7,
,,,,,,,,,,,2019,"5 346,222",48 116,9,
,,,,,,,,,,4,2017,"5 927,333",17 782,3,
,,,,,,,,,,,2018,"7 740,4",38 702,5,
,,,,,,,,,,,2019,"5 020,8",25 104,5,
,,,,,,,,,10,4,2017,"3 399,5",40 794,12,
,,,,,,,,,,,2018,"4 602,4",46 024,10,
,,,,,,,,,,,2019,"4 632,286",32 426,7,
,,,,,,,,,11,4,2017,"6 101,667",36 610,6,
,,,,,,,,,,,2018,"4 358,333",26 150,6,
,,,,,,,,,,,2019,"5 462,444",49 162,9,
,,,,,,,,,12,1,2017,1 046,1 046,1,
,,,,,,,,,,,2018,5 753,11 506,2,
,,,,,,,,,,4,2017,"5 080,571",35 564,7,
,,,,,,,,,,,2018,"6 043,556",54 392,9,
,,,,,,,,,,,2019,,,,
,54,food_drink,1322,1350,18,17,16,All Dates,1,1,2018,"7 176,571",50 236,7,
,,,,,,,,,,,2019,"7 601,5",91 218,12,
,,,,,,,,,2,1,2018,"7 459,857",104 438,14,
,,,,,,,,,,,2019,"7 691,636",84 608,11,
,,,,,,,,,3,1,2018,"7 535,4",75 354,10,
,,,,,,,,,,,2019,"10 135,333",30 406,3,
,,,,,,,,,,2,2018,"4 957,5",19 830,4,
,,,,,,,,,,,2019,4 627,9 254,2,
,,,,,,,,,4,2,2018,7 271,101 794,14,
,,,,,,,,,,,2019,"6 798,857",95 184,14,
,,,,,,,,,5,2,2017,"5 728,667",51 558,9,
,,,,,,,,,,,2018,5 949,59 490,10,
,,,,,,,,,,,2019,"6 279,5",75 354,12,
,,,,,,,,,6,2,2017,"6 081,2",30 406,5,
,,,,,,,,,,,2018,6 610,66 100,10,
,,,,,,,,,,,2019,"4 494,8",22 474,5,
,,,,,,,,,,3,2017,"7 050,667",21 152,3,
,,,,,,,,,,,2018,,,,
,,,,,,,,,,,2019,7 932,23 796,3,
,,,,,,,,,7,3,2017,"5 476,857",76 676,14,
,,,,,,,,,,,2018,3 966,11 898,3,
,,,,,,,,,,,2019,"8 120,857",56 846,7,
,,,,,,,,,8,3,2017,"5 434,889",48 914,9,
,,,,,,,,,,,2018,"4 759,2",47 592,10,
,,,,,,,,,,,2019,"7 776,471",132 200,17,
,,,,,,,,,9,3,2017,"5 888,909",64 778,11,
,,,,,,,,,,,2018,"7 176,571",50 236,7,
,,,,,,,,,,,2019,7 932,39 660,5,
,,,,,,,,,,4,2017,10 576,10 576,1,
,,,,,,,,,,,2018,"2 203,333",6 610,3,
,,,,,,,,,,,2019,"6 169,333",18 508,3,
,,,,,,,,,10,4,2017,"7 601,5",30 406,4,
,,,,,,,,,,,2018,"8 262,5",33 050,4,
,,,,,,,,,,,2019,"5 854,571",81 964,14,
,,,,,,,,,11,4,2017,7 271,43 626,6,
,,,,,,,,,,,2018,"7 090,727",77 998,11,
,,,,,,,,,,,2019,"3 845,818",42 304,11,
,,,,,,,,,12,1,2017,,,,
,,,,,,,,,,,2018,,,,
,,,,,,,,,,4,2017,"7 601,5",91 218,12,
,,,,,,,,,,,2018,"6 169,333",55 524,9,
,,,,,,,,,,,2019,,,,
,55,music,364,100,24,11,16,All Dates,1,1,2018,2 366,23 660,10,
,,,,,,,,,,,2019,"2 256,8",22 568,10,
,,,,,,,,,2,1,2018,"1 941,333",11 648,6,
,,,,,,,,,,,2019,"1 555,273",17 108,11,
,,,,,,,,,3,1,2018,"2 138,5",17 108,8,
,,,,,,,,,,,2019,2 366,9 464,4,
,,,,,,,,,,2,2018,1 820,1 820,1,
,,,,,,,,,,,2019,2 184,4 368,2,
,,,,,,,,,4,2,2018,2 028,14 196,7,
,,,,,,,,,,,2019,1 456,5 824,4,
,,,,,,,,,5,2,2017,"1 779,556",16 016,9,
,,,,,,,,,,,2018,"1 892,8",28 392,15,
,,,,,,,,,,,2019,"1 334,667",8 008,6,
,,,,,,,,,6,2,2017,"1 674,4",8 372,5,
,,,,,,,,,,,2018,1 352,9 464,7,
,,,,,,,,,,,2019,"2 047,5",16 380,8,
,,,,,,,,,,3,2017,"849,333",2 548,3,
,,,,,,,,,,,2018,1 638,3 276,2,
,,,,,,,,,,,2019,"1 577,333",4 732,3,
,,,,,,,,,7,3,2017,"1 375,111",12 376,9,
,,,,,,,,,,,2018,2 392,16 744,7,
,,,,,,,,,,,2019,"1 981,778",17 836,9,
,,,,,,,,,8,3,2017,2 002,16 016,8,
,,,,,,,,,,,2018,"1 683,5",13 468,8,
,,,,,,,,,,,2019,"1 683,5",13 468,8,
,,,,,,,,,9,3,2017,"1 601,6",8 008,5,
,,,,,,,,,,,2018,"1 601,6",8 008,5,
,,,,,,,,,,,2019,1 404,9 828,7,
,,,,,,,,,,4,2017,1 456,2 912,2,
,,,,,,,,,,,2018,2 028,14 196,7,
,,,,,,,,,,,2019,"2 620,8",13 104,5,




,,,,,,,,,10,4,2017,"1 496,444",13 468,9,
,,,,,,,,,,,2018,"1 880,667",22 568,12,
,,,,,,,,,,,2019,"1 892,8",18 928,10,
,,,,,,,,,11,4,2017,"1 865,5",14 924,8,
,,,,,,,,,,,2018,"2 086,933",31 304,15,
,,,,,,,,,,,2019,"2 305,333",13 832,6,
,,,,,,,,,12,1,2017,,,,
,,,,,,,,,,,2018,1 092,1 092,1,
,,,,,,,,,,4,2017,1 586,22 204,14,
,,,,,,,,,,,2018,"1 683,5",13 468,8,
,,,,,,,,,,,2019,2 366,4 732,2,
,56,food,911,3350,20,21,20,All Dates,1,1,2018,"4 023,583",48 283,12,
,,,,,,,,,,,2019,"3 871,75",30 974,8,
,,,,,,,,,2,1,2018,"5 124,375",40 995,8,
,,,,,,,,,,,2019,4 555,50 105,11,
,,,,,,,,,3,1,2018,"4 945,429",34 618,7,
,,,,,,,,,,,2019,"3 239,111",29 152,9,
,,,,,,,,,,2,2018,4 555,4 555,1,
,,,,,,,,,,,2019,"2 277,5",4 555,2,
,,,,,,,,,4,2,2018,"3 826,2",19 131,5,
,,,,,,,,,,,2019,"4 858,667",29 152,6,
,,,,,,,,,5,2,2017,"4 281,7",42 817,10,
,,,,,,,,,,,2018,"5 162,333",30 974,6,
,,,,,,,,,,,2019,4 555,63 770,14,
,,,,,,,,,6,2,2017,4 555,31 885,7,
,,,,,,,,,,,2018,4 555,45 550,10,
,,,,,,,,,,,2019,"4 008,4",20 042,5,
,,,,,,,,,,3,2017,"5 162,333",15 487,3,
,,,,,,,,,,,2018,6 377,12 754,2,
,,,,,,,,,,,2019,"3 947,667",11 843,3,
,,,,,,,,,7,3,2017,"4 650,895",88 367,19,
,,,,,,,,,,,2018,"5 395,923",70 147,13,
,,,,,,,,,,,2019,"5 192,7",51 927,10,
,,,,,,,,,8,3,2017,"5 579,875",44 639,8,
,,,,,,,,,,,2018,"3 826,2",19 131,5,
,,,,,,,,,,,2019,"7 060,25",28 241,4,
,,,,,,,,,9,3,2017,"3 795,833",22 775,6,
,,,,,,,,,,,2018,"5 051,909",55 571,11,
,,,,,,,,,,,2019,"3 188,5",25 508,8,
,,,,,,,,,,4,2017,5 466,21 864,4,
,,,,,,,,,,,2018,911,911,1,
,,,,,,,,,,,2019,"4 099,5",8 199,2,
,,,,,,,,,10,4,2017,"4 099,5",57 393,14,
,,,,,,,,,,,2018,"4 213,375",33 707,8,
,,,,,,,,,,,2019,"5 124,375",40 995,8,
,,,,,,,,,11,4,2017,"5 162,333",30 974,6,
,,,,,,,,,,,2018,"5 364,778",48 283,9,
,,,,,,,,,,,2019,"4 453,778",40 084,9,
,,,,,,,,,12,1,2017,,,,
,,,,,,,,,,,2018,,,,
,,,,,,,,,,4,2017,"5 185,692",67 414,13,
,,,,,,,,,,,2018,"5 921,5",47 372,8,
,,,,,,,,,,,2019,,,,
,57,tablets_printing_image,547,300,26,3,26,All Dates,1,1,2018,"3 145,25",37 743,12,
,,,,,,,,,,,2019,"2 990,267",44 854,15,
,,,,,,,,,2,1,2018,"2 461,5",19 692,8,
,,,,,,,,,,,2019,"3 360,143",23 521,7,
,,,,,,,,,3,1,2018,"2 370,333",14 222,6,
,,,,,,,,,,,2019,"2 436,636",26 803,11,
,,,,,,,,,,2,2018,4 923,4 923,1,
,,,,,,,,,,,2019,,,,
,,,,,,,,,4,2,2018,"3 672,714",25 709,7,
,,,,,,,,,,,2019,"2 819,154",36 649,13,
,,,,,,,,,5,2,2017,"1 777,75",7 111,4,
,,,,,,,,,,,2018,"3 646,667",21 880,6,
,,,,,,,,,,,2019,"2 789,7",27 897,10,
,,,,,,,,,6,2,2017,"2 871,75",22 974,8,
,,,,,,,,,,,2018,2 188,15 316,7,
,,,,,,,,,,,2019,"2 685,273",29 538,11,
,,,,,,,,,,3,2017,1 094,1 094,1,
,,,,,,,,,,,2018,"3 063,2",15 316,5,
,,,,,,,,,,,2019,4 376,4 376,1,
,,,,,,,,,7,3,2017,"3 446,1",34 461,10,
,,,,,,,,,,,2018,"3 920,167",23 521,6,
,,,,,,,,,,,2019,2 735,21 880,8,
,,,,,,,,,8,3,2017,"2 674,222",24 068,9,
,,,,,,,,,,,2018,"2 500,571",35 008,14,
,,,,,,,,,,,2019,"3 125,714",21 880,7,
,,,,,,,,,9,3,2017,"2 461,5",14 769,6,
,,,,,,,,,,,2018,"3 190,833",19 145,6,
,,,,,,,,,,,2019,"1 504,25",6 017,4,
,,,,,,,,,,4,2017,"3 099,667",9 299,3,
,,,,,,,,,,,2018,2 188,4 376,2,
,,,,,,,,,,,2019,"1 823,333",5 470,3,
,,,,,,,,,10,4,2017,"2 370,333",21 333,9,
,,,,,,,,,,,2018,"2 692,923",35 008,13,
,,,,,,,,,,,2019,"2 834,454",31 179,11,
,,,,,,,,,11,4,2017,2 735,27 350,10,
,,,,,,,,,,,2018,"2 431,111",21 880,9,
,,,,,,,,,,,2019,"2 826,167",33 914,12,
,,,,,,,,,12,1,2017,,,,
,,,,,,,,,,,2018,,,,




,,,,,,,,,,4,2017,"2 406,8",12 034,5,
,,,,,,,,,,,2018,"3 026,733",45 401,15,
,,,,,,,,,,,2019,3 282,3 282,1,
,58,books_imported,1071,1300,29,9,18,All Dates,1,1,2018,"4 417,875",35 343,8,
,,,,,,,,,,,2019,"6 211,8",93 177,15,
,,,,,,,,,2,1,2018,"5 801,25",69 615,12,
,,,,,,,,,,,2019,6 426,83 538,13,
,,,,,,,,,3,1,2018,"5 462,1",54 621,10,
,,,,,,,,,,,2019,5 202,36 414,7,
,,,,,,,,,,2,2018,5 355,16 065,3,
,,,,,,,,,,,2019,4 284,4 284,1,
,,,,,,,,,4,2,2018,5 355,53 550,10,
,,,,,,,,,,,2019,"5 849,308",76 041,13,
,,,,,,,,,5,2,2017,"5 549,727",61 047,11,
,,,,,,,,,,,2018,"4 551,75",54 621,12,
,,,,,,,,,,,2019,"4 150,125",33 201,8,
,,,,,,,,,6,2,2017,4 998,44 982,9,
,,,,,,,,,,,2018,"3 641,4",36 414,10,
,,,,,,,,,,,2019,5 831,52 479,9,
,,,,,,,,,,3,2017,9 639,9 639,1,
,,,,,,,,,,,2018,"5 890,5",11 781,2,
,,,,,,,,,,,2019,6 783,20 349,3,
,,,,,,,,,7,3,2017,"5 890,5",35 343,6,
,,,,,,,,,,,2018,6 732,47 124,7,
,,,,,,,,,,,2019,3 689,33 201,9,
,,,,,,,,,8,3,2017,"5 462,1",54 621,10,
,,,,,,,,,,,2018,"7 068,6",35 343,5,
,,,,,,,,,,,2019,"6 104,7",61 047,10,
,,,,,,,,,9,3,2017,3 366,23 562,7,
,,,,,,,,,,,2018,2 754,19 278,7,
,,,,,,,,,,,2019,5 950,53 550,9,
,,,,,,,,,,4,2017,"8 032,5",16 065,2,
,,,,,,,,,,,2018,4 641,27 846,6,
,,,,,,,,,,,2019,"6 961,5",13 923,2,
,,,,,,,,,10,4,2017,4 743,66 402,14,
,,,,,,,,,,,2018,"5 062,909",55 692,11,
,,,,,,,,,,,2019,6 426,51 408,8,
,,,,,,,,,11,4,2017,5 355,42 840,8,
,,,,,,,,,,,2018,4 977,84 609,17,
,,,,,,,,,,,2019,4 760,42 840,9,
,,,,,,,,,12,1,2017,,,,
,,,,,,,,,,,2018,1 071,1 071,1,
,,,,,,,,,,4,2017,"5 549,727",61 047,11,
,,,,,,,,,,,2018,5 355,26 775,5,
,,,,,,,,,,,2019,,,,
,59,small_appliances_home_oven_and_coffee,490,225,18,18,16,All Dates,1,1,2018,"1 851,111",16 660,9,
,,,,,,,,,,,2019,"2 761,818",30 380,11,
,,,,,,,,,2,1,2018,"2 341,111",21 070,9,
,,,,,,,,,,,2019,"2 583,636",28 420,11,
,,,,,,,,,3,1,2018,2 205,30 870,14,
,,,,,,,,,,,2019,"2 395,556",21 560,9,
,,,,,,,,,,2,2018,1 225,2 450,2,
,,,,,,,,,,,2019,1 960,3 920,2,
,,,,,,,,,4,2,2018,"2 817,5",22 540,8,
,,,,,,,,,,,2019,"2 515,333",37 730,15,
,,,,,,,,,5,2,2017,1 960,19 600,10,
,,,,,,,,,,,2018,3 045,42 630,14,
,,,,,,,,,,,2019,"3 021,667",18 130,6,
,,,,,,,,,6,2,2017,2 352,11 760,5,
,,,,,,,,,,,2018,"2 817,5",11 270,4,
,,,,,,,,,,,2019,"2 327,5",9 310,4,
,,,,,,,,,,3,2017,1 225,2 450,2,
,,,,,,,,,,,2018,2 156,10 780,5,
,,,,,,,,,,,2019,1 960,7 840,4,
,,,,,,,,,7,3,2017,2 450,36 750,15,
,,,,,,,,,,,2018,"1 733,846",22 540,13,
,,,,,,,,,,,2019,3 136,15 680,5,
,,,,,,,,,8,3,2017,"2 327,5",9 310,4,
,,,,,,,,,,,2018,3 038,15 190,5,
,,,,,,,,,,,2019,2 800,19 600,7,
,,,,,,,,,9,3,2017,"2 572,5",20 580,8,
,,,,,,,,,,,2018,2 205,8 820,4,
,,,,,,,,,,,2019,3 136,15 680,5,
,,,,,,,,,,4,2017,2 450,7 350,3,
,,,,,,,,,,,2018,,,,
,,,,,,,,,,,2019,"1 796,667",5 390,3,
,,,,,,,,,10,4,2017,2 170,15 190,7,
,,,,,,,,,,,2018,"2 572,5",10 290,4,
,,,,,,,,,,,2019,2 205,35 280,16,
,,,,,,,,,11,4,2017,"2 409,167",28 910,12,
,,,,,,,,,,,2018,"2 182,727",24 010,11,
,,,,,,,,,,,2019,"1 583,077",20 580,13,
,,,,,,,,,12,1,2017,,,,
,,,,,,,,,,,2018,490,490,1,
,,,,,,,,,,4,2017,"2 572,5",30 870,12,
,,,,,,,,,,,2018,2 870,20 090,7,
,,,,,,,,,,,2019,3 185,6 370,2,
,60,fashion_sport,511,200,16,12,12,All Dates,1,1,2018,"1 703,333",15 330,9,
,,,,,,,,,,,2019,"3 034,062",48 545,16,
,,,,,,,,,2,1,2018,3 066,21 462,7,
,,,,,,,,,,,2019,"1 930,444",17 374,9,
,,,,,,,,,3,1,2018,2 555,28 105,11,




,,,,,,,,,,,2019,"2 746,625",21 973,8,
,,,,,,,,,,2,2018,1 533,3 066,2,
,,,,,,,,,,,2019,2 701,18 907,7,
,,,,,,,,,4,2,2018,"2 427,25",19 418,8,
,,,,,,,,,,,2019,"2 322,727",25 550,11,
,,,,,,,,,5,2,2017,"2 597,583",31 171,12,
,,,,,,,,,,,2018,"2 441,444",21 973,9,
,,,,,,,,,,,2019,3 577,32 193,9,
,,,,,,,,,6,2,2017,"2 508,546",27 594,11,
,,,,,,,,,,,2018,"3 474,8",17 374,5,
,,,,,,,,,,,2019,"2 299,5",18 396,8,
,,,,,,,,,,3,2017,"2 384,667",7 154,3,
,,,,,,,,,,,2018,2 555,2 555,1,
,,,,,,,,,,,2019,3 577,7 154,2,
,,,,,,,,,7,3,2017,"2 095,1",20 951,10,
,,,,,,,,,,,2018,"2 214,333",19 929,9,
,,,,,,,,,,,2019,"2 363,375",37 814,16,
,,,,,,,,,8,3,2017,2 555,10 220,4,
,,,,,,,,,,,2018,"2 153,5",30 149,14,
,,,,,,,,,,,2019,"2 767,917",33 215,12,
,,,,,,,,,9,3,2017,"2 214,333",19 929,9,
,,,,,,,,,,,2018,2 628,18 396,7,
,,,,,,,,,,,2019,"2 322,727",25 550,11,
,,,,,,,,,,4,2017,2 555,5 110,2,
,,,,,,,,,,,2018,"3 704,75",14 819,4,
,,,,,,,,,,,2019,"3 406,667",10 220,3,
,,,,,,,,,10,4,2017,"2 708,3",27 083,10,
,,,,,,,,,,,2018,2 555,17 885,7,
,,,,,,,,,,,2019,"2 299,5",32 193,14,
,,,,,,,,,11,4,2017,"2 437,077",31 682,13,
,,,,,,,,,,,2018,"1 811,727",19 929,11,
,,,,,,,,,,,2019,2 555,22 995,9,
,,,,,,,,,12,1,2017,,,,
,,,,,,,,,,,2018,1 022,1 022,1,
,,,,,,,,,,4,2017,"3 005,882",51 100,17,
,,,,,,,,,,,2018,"3 009,222",27 083,9,
,,,,,,,,,,,2019,3 577,3 577,1,
,61,christmas_supplies,298,4200,40,35,40,All Dates,1,1,2018,1 192,7 152,6,
,,,,,,,,,,,2019,"1 589,333",14 304,9,
,,,,,,,,,2,1,2018,"1 728,4",8 642,5,
,,,,,,,,,,,2019,"1 575,143",22 052,14,
,,,,,,,,,3,1,2018,"1 447,429",10 132,7,
,,,,,,,,,,,2019,"1 702,857",11 920,7,
,,,,,,,,,,2,2018,2 682,2 682,1,
,,,,,,,,,,,2019,"2 011,5",8 046,4,
,,,,,,,,,4,2,2018,"1 142,333",13 708,12,
,,,,,,,,,,,2019,"1 549,6",7 748,5,
,,,,,,,,,5,2,2017,1 192,9 536,8,
,,,,,,,,,,,2018,"1 357,556",12 218,9,
,,,,,,,,,,,2019,"931,25",7 450,8,
,,,,,,,,,6,2,2017,1 639,22 946,14,
,,,,,,,,,,,2018,"1 532,571",10 728,7,
,,,,,,,,,,,2019,"1 251,6",6 258,5,
,,,,,,,,,,3,2017,1 192,1 192,1,
,,,,,,,,,,,2018,1 788,5 364,3,
